,name,category_code,tag_list,offices,zip_code,city,country_code,latitude,longitude
339,Phase 3 Solution,consulting,"website-design, logo, outsourcing, flash-animation, bangladesh, professional-design","[{'zip_code': '1216', 'city': 'Dhaka', 'country_code': 'BGD', 'latitude': None, 'longitude': None}]",1216,Dhaka,BGD,,
340,Oncodesign,biotech,,"[{'zip_code': '21076', 'city': 'Dijon Cedex', 'country_code': 'FRA', 'latitude': 47.3161718, 'longitude': 5.0754071}]",21076,Dijon Cedex,FRA,47.3161718,5.0754071
341,Addesso,web,"web-site-design, development, internet-application","[{'zip_code': '19026', 'city': 'Drexel Hill', 'country_code': 'USA', 'latitude': 39.947465, 'longitude': -75.288083}]",19026,Drexel Hill,USA,39.947465,-75.288083
342,Spoiltchild,advertising,"web-design, product-design, interface-design, email-marketing, weddings, widgets, productivity, review, collaboration, web2ireland","[{'zip_code': '', 'city': 'Drogheda', 'country_code': 'IRL', 'latitude': 40.19036, 'longitude': -74.840241}]",,Drogheda,IRL,40.19036,-74.840241
343,Webtrade,web,"web2ireland, ireland, dublin, web-design, web-development, content-management-system","[{'zip_code': 'Dublin 14', 'city': 'Dublin', 'country_code': 'IRL', 'latitude': None, 'longitude': None}]",Dublin 14,Dublin,IRL,,
344,Active Online,enterprise,"web-design, web-site-design, internet-marketing, saas, web2-0, ajax, web-development, web-services, ecommerce, ebusiness, ireland, dublin, web-design-ireland, web-site-hosting, new-media, digital-media, internet-services, isp, isv, internet-communication","[{'zip_code': 'D7', 'city': 'Dublin', 'country_code': 'IRL', 'latitude': 53.3498195, 'longitude': -6.2769121}]",D7,Dublin,IRL,53.3498195,-6.2769121
345,Radar Maker,advertising,"web-design, web-development, design, website-design, seo, ngo, e-commerce, ireland, dublin","[{'zip_code': '', 'city': 'Dublin', 'country_code': 'IRL', 'latitude': 53.3256436, 'longitude': -6.2737316}]",,Dublin,IRL,53.3256436,-6.2737316
346,KISS Computing,advertising,"web-design, custom-software-development, web-copy-writing, search-engine-optimization-services","[{'zip_code': '02642', 'city': 'Eastham', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'Dublin 16', 'country_code': 'IRL', 'latitude': 53.2740601, 'longitude': -6.2437821}]",,Dublin 16,IRL,53.2740601,-6.2437821
347,Mission Data,consulting,"web-design, flash-development, web-development, software-engineering","[{'zip_code': '40243', 'city': 'Louisville', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '22027', 'city': 'Dunn Loring', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",22027,Dunn Loring,USA,,
348,Durango Web Pro,other,"web-design, durango-web-design, website-seo, seo, colorado-web-designer","[{'zip_code': '81301', 'city': 'Durango', 'country_code': 'USA', 'latitude': 37.2735887, 'longitude': -107.8761223}]",81301,Durango,USA,37.2735887,-107.8761223
349,Papp-Art,other,"pappmbel, mbel-aus-pappe, design, workshops","[{'zip_code': '40549', 'city': 'DÃ¼sseldorf', 'country_code': 'DEU', 'latitude': 51.233068, 'longitude': 6.7190874}]",40549,DÃ¼sseldorf,DEU,51.233068,6.7190874
350,Spiral Shell Web LLC,public_relations,"web-production, web-custom-sites, web-development, redesign, portfolio","[{'zip_code': '06424', 'city': 'East Hampton', 'country_code': 'USA', 'latitude': 41.595196, 'longitude': -72.51949}]",06424,East Hampton,USA,41.595196,-72.51949
351,Spiral Shell Web LLC,public_relations,"web-production, web-custom-sites, web-development, redesign, portfolio","[{'zip_code': '06424', 'city': 'East Hampton', 'country_code': 'USA', 'latitude': 41.595196, 'longitude': -72.51949}]",06424,East Hampton,USA,41.595196,-72.51949
352,Amnesia Group,search,"amnesia, web-design, digital, agency, marketing, search, campaigns, viral, website, strategy, award, webby","[{'zip_code': '2010', 'city': 'East Sydney', 'country_code': 'AUS', 'latitude': -33.876658, 'longitude': 151.213362}]",2010,East Sydney,AUS,-33.876658,151.213362
353,Kro IT Solutions,software,"software, websites, design, development, custom-software, bespoke-software","[{'zip_code': 'Dublin 3', 'city': 'East Wall Road', 'country_code': 'IRL', 'latitude': None, 'longitude': None}]",Dublin 3,East Wall Road,IRL,,
354,939 Design,web,"web, design, graphics","[{'zip_code': 'HU13 0QJ', 'city': 'East Yorkshire', 'country_code': 'GBR', 'latitude': 53.725204, 'longitude': -0.439392}]",HU13 0QJ,East Yorkshire,GBR,53.725204,-0.439392
355,Squiz UK,web,"web-experience-management, wem, cms, opensource, open-source, content-management, web, website, design","[{'zip_code': 'EC2A 4LD', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.521603, 'longitude': -0.083444}, {'zip_code': 'EH1 1SR', 'city': 'Edinburgh', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",EH1 1SR,Edinburgh,GBR,,
356,Digital Face,network_hosting,"digital, social-marketing, social-networking, creative, usibility, design, technology, campaigns, agency, ad","[{'zip_code': 'E6 4DD', 'city': 'Edinburgh', 'country_code': 'GBR', 'latitude': 52.677577, 'longitude': 0.1600278}]",E6 4DD,Edinburgh,GBR,52.677577,0.1600278
357,CMS Critic,web,"cms, content-management, news-and-media, web-design, web-development, ecm, wcm","[{'zip_code': '', 'city': 'Edmonton', 'country_code': 'CAN', 'latitude': 53.540941, 'longitude': -113.493698}]",,Edmonton,CAN,53.540941,-113.493698
358,Agent Image,software,"real-estate-idx, real-estate-web-design, real-estate-websites, agent-sites, reator-websites, broker-websites, mortgage-websites, real-estate-videos, real-estate-wordpress-internet-marketing","[{'zip_code': '90245', 'city': 'El Segundo', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",90245,El Segundo,USA,,
359,Graticle,design,"web-design, web-hosting, graphic-design, web-development, seo, search-engine-optimization","[{'zip_code': '98926', 'city': 'Ellensburg', 'country_code': 'USA', 'latitude': 45.7968414, 'longitude': -122.6931439}]",98926,Ellensburg,USA,45.7968414,-122.6931439
360,Cyber-Duck,ecommerce,"london-web-design, award-winning-web-production, web-design-london","[{'zip_code': 'WD6 3EP', 'city': 'Elstree', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",WD6 3EP,Elstree,GBR,,
361,psd2css Online,enterprise,"web-site-design, photoshop, gimp, web-application, software-as-a-service, automated, conversion, dynamic, menu-systems, image-galleries, comment-systems, drupal, cms","[{'zip_code': '92024', 'city': 'Encinitas', 'country_code': 'USA', 'latitude': 33.052083, 'longitude': -117.279368}]",92024,Encinitas,USA,33.052083,-117.279368
362,Cat on the Couch Productions,consulting,"web-design, web-development, html, css, ajax, sql, wordpress","[{'zip_code': '05452', 'city': 'Essex Junction', 'country_code': 'USA', 'latitude': 44.494617, 'longitude': -73.098396}]",05452,Essex Junction,USA,44.494617,-73.098396
363,Centralis,consulting,"user-experience, usability, ux, user-interface, user-research, usability-testing, web, design","[{'zip_code': '60201', 'city': 'Evanston', 'country_code': 'USA', 'latitude': 42.0644028, 'longitude': -87.7135479}]",60201,Evanston,USA,42.0644028,-87.7135479
364,Copybook Solutions,advertising,"web-design, it-implementation, graphic-design, print, advertising","[{'zip_code': 'EX166BU', 'city': 'Tiverton', 'country_code': 'GBR', 'latitude': 50.90609, 'longitude': -3.4810902}, {'zip_code': 'EX13BJ', 'city': 'Exeter', 'country_code': 'GBR', 'latitude': 50.721453, 'longitude': -3.498046}]",EX13BJ,Exeter,GBR,50.721453,-3.498046
365,Janmedia Interactive,web,"webdesign, air, agency, interactive, virginia, washington, dc, ria, web2, flex, php, europe, usa, polska, poland","[{'zip_code': '22042', 'city': 'Falls Church', 'country_code': 'USA', 'latitude': 38.878596, 'longitude': -77.185057}]",22042,Falls Church,USA,38.878596,-77.185057
366,Extendi,network_hosting,"web2-0, web-development, web-design, ruby-on-rails, social-networks","[{'zip_code': '50055', 'city': 'Firenze', 'country_code': 'ITA', 'latitude': 43.7688179, 'longitude': 11.1052118}]",50055,Firenze,ITA,43.7688179,11.1052118
367,Racked Hosting,web,"web-hosting, dedicated-servers, tv-radio-hosting, web-design, web-development","[{'zip_code': '54212', 'city': 'Fish Creek', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': '576104', 'city': 'Udupi', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",576104,Udupi,IND,,
368,Syria Nobles,web,"web-design, web-services, web-solutions","[{'zip_code': '92335', 'city': 'Fontana', 'country_code': 'USA', 'latitude': 34.0739586, 'longitude': -117.4400156}]",92335,Fontana,USA,34.0739586,-117.4400156
369,Design215,web,"web-design, php, w3c, photography, headshots, advertising, graphics, logos","[{'zip_code': '33308', 'city': 'Fort Lauderdale', 'country_code': 'USA', 'latitude': 26.165709, 'longitude': -80.1007858}]",33308,Fort Lauderdale,USA,26.165709,-80.1007858
370,Designing Digitally,enterprise,"second-life, virtual-worlds, virtual-world-company, virtual-world-companies, virtual-learning-company, online-learning, web-based-training, computer-based-training","[{'zip_code': '45005', 'city': 'Franklin', 'country_code': 'USA', 'latitude': 39.5638545, 'longitude': -84.2712073}]",45005,Franklin,USA,39.5638545,-84.2712073
371,Code Authority Custom Software,software,"custom-software, database-design, software-development, dotnetnuke-developer","[{'zip_code': '75034', 'city': 'Frisco', 'country_code': 'USA', 'latitude': 33.1119736, 'longitude': -96.8157933}]",75034,Frisco,USA,33.1119736,-96.8157933
372,Amantez Designs,,,"[{'zip_code': '32606', 'city': 'Gainesville', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",32606,Gainesville,USA,,
373,Novelty Systems,consulting,"web-design, web-development, seo, sem, internet-marketing","[{'zip_code': '32608', 'city': 'Gainesville', 'country_code': 'USA', 'latitude': 29.5950852, 'longitude': -82.4102628}, {'zip_code': '34102', 'city': 'Naples', 'country_code': 'USA', 'latitude': 26.3926, 'longitude': -81.5555}]",34102,Naples,USA,26.3926,-81.5555
374,United On-Line,advertising,"online-marketing, web-design, web-promotion","[{'zip_code': '11147', 'city': 'Galatsi, Attiki', 'country_code': 'GRC', 'latitude': 38.0088251, 'longitude': 23.759331}]",11147,"Galatsi, Attiki",GRC,38.0088251,23.759331
375,SHpartners,software,"shpartners, belgium, filemaker, trainingen, website, webdesign, php, jquery-webapplicatie, mobile, iphone, twitter, facebook, apps, android, ipad","[{'zip_code': '9051', 'city': 'Gent', 'country_code': 'BEL', 'latitude': 51.0198642, 'longitude': 3.6820756}]",9051,Gent,BEL,51.0198642,3.6820756
376,Samadhan Systems,software,"bousiness-outsourcing, startup-outsourcing, capex, outsourcing-to-india, virtual-design-centre, founding-team, ma, startup-resources, helping-startups, offshore-expansion","[{'zip_code': '110054', 'city': 'Ghaziabad, U.P', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",110054,"Ghaziabad, U.P",IND,,
377,Citex Software,software,"software-design-services, small-scale-outsourcing, open-source, application-software, mobile-value-added-services, mobile-advertising","[{'zip_code': '12311', 'city': 'Giza', 'country_code': 'EGY', 'latitude': None, 'longitude': None}]",12311,Giza,EGY,,
378,PoLR,search,"internet-marketing, web-design, seo, website-design, ecommerce, cms","[{'zip_code': 'G2 6HJ', 'city': 'Glasgow', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",G2 6HJ,Glasgow,GBR,,
379,Equator (Scotland) Ltd,ecommerce,"web-design, web-development, digital-marketing, ppc, affiliates","[{'zip_code': 'G3 8EX', 'city': 'Glasgow', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",G3 8EX,Glasgow,GBR,,
380,Adword Success,advertising,"website-development, website-design, ppc, seo, hosting","[{'zip_code': 'IG4 5DY', 'city': 'Greater London', 'country_code': 'GBR', 'latitude': 51.5807353, 'longitude': 0.0499962}]",IG4 5DY,Greater London,GBR,51.5807353,0.0499962
381,Lakeshore Branding,web,"chicago-web-design, internet-marketing, social-media, online-advertising, website-development","[{'zip_code': '42043', 'city': 'Green Cove Springs', 'country_code': 'USA', 'latitude': 41.880356, 'longitude': -87.630144}]",42043,Green Cove Springs,USA,41.880356,-87.630144
382,Nullvariable Web Consulting,consulting,"consulting, web-design, seo, php, drupal, wordpress, database-development, marketing, internet-marketing","[{'zip_code': '29607', 'city': 'Greenville', 'country_code': 'USA', 'latitude': 34.8678238, 'longitude': -82.3722295}]",29607,Greenville,USA,34.8678238,-82.3722295
383,Computing Data,software,"games, education, software, websites, design, psx, consoles","[{'zip_code': 'PR2 5JT', 'city': 'Grimsargh Preston', 'country_code': 'GBR', 'latitude': 53.8070285, 'longitude': -2.6172859}]",PR2 5JT,Grimsargh Preston,GBR,53.8070285,-2.6172859
384,zebraspot design,network_hosting,"community, social-network, wiki, neighborhood","[{'zip_code': 'N1H 5R2', 'city': 'Guelph', 'country_code': 'CAN', 'latitude': 43.540164, 'longitude': -80.261776}]",N1H 5R2,Guelph,CAN,43.540164,-80.261776
385,Fashionspace,ecommerce,"designers, fashion, marketplace","[{'zip_code': 'GY1 4HU', 'city': 'Guernsey', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",GY1 4HU,Guernsey,GBR,,
386,Sagacious Softwares,ecommerce,"seo, web-designing, website-development, offshore-outsourcing","[{'zip_code': '122001', 'city': 'Gurgaon', 'country_code': 'IND', 'latitude': 35.201649, 'longitude': -106.607947}]",122001,Gurgaon,IND,35.201649,-106.607947
387,Imagination Plus,ecommerce,"web, design, development, hamilton, ontario, canada, graphic, applications, e-commerce","[{'zip_code': 'L8N 2A7', 'city': 'Hamilton', 'country_code': 'CAN', 'latitude': 43.2546154, 'longitude': -79.8685313}]",L8N 2A7,Hamilton,CAN,43.2546154,-79.8685313
388,Revenution,web,,"[{'zip_code': '03841', 'city': 'Hampstead', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",03841,Hampstead,USA,,
389,MEAS,semiconductor,,"[{'zip_code': '23666', 'city': 'Hampton', 'country_code': 'USA', 'latitude': 37.063722, 'longitude': -76.407042}]",23666,Hampton,USA,37.063722,-76.407042
390,myTino,software,"online-outsourcing, graphics-&-design, china-business-consulting, web-development, software-development, freelance, freelancer","[{'zip_code': '310012', 'city': 'Hangzhou', 'country_code': 'CHN', 'latitude': None, 'longitude': None}]",310012,Hangzhou,CHN,,
391,MPC Studios,web,"website-design, website-development, application-development","[{'zip_code': '78550', 'city': 'Harlingen', 'country_code': 'USA', 'latitude': 26.1906343, 'longitude': -97.6932804}]",78550,Harlingen,USA,26.1906343,-97.6932804
392,Eat Media,advertising,"content-strategy, product-strategy, design, development, wordpress, innovation, copywriting","[{'zip_code': '10706', 'city': 'Hastings-on-Hudson', 'country_code': 'USA', 'latitude': 27.4964623, 'longitude': -82.5734043}]",10706,Hastings-on-Hudson,USA,27.4964623,-82.5734043
393,ProRattaFactor,mobile,"independent-game-development, mac-game-dev, interactive-design, iphone-game-dev, web-design","[{'zip_code': '', 'city': 'Hawthorne', 'country_code': 'USA', 'latitude': 40.95795, 'longitude': -74.161753}]",,Hawthorne,USA,40.95795,-74.161753
394,JumpFrog,consulting,"consulting, marketing, strategy, interactive, online-media, online-search, search, search-engine, sem, seo, ppc, social-media-optimization, web-development, web-design","[{'zip_code': '18202', 'city': 'Hazleton', 'country_code': 'USA', 'latitude': 40.977855, 'longitude': -76.029511}]",18202,Hazleton,USA,40.977855,-76.029511
